"commune","time","nationality","age","value"
"Vienna 11th district, Simmering <911> ",2005,"X.Former..Yugoslavia.","15.years.old.","54"
"Vienna 11th district, Simmering <911> ",2006,"X.Former..Yugoslavia.","15.years.old.","58"
"Vienna 11th district, Simmering <911> ",2007,"X.Former..Yugoslavia.","15.years.old.","56"
"Vienna 11th district, Simmering <911> ",2008,"X.Former..Yugoslavia.","15.years.old.","50"
"Vienna 11th district, Simmering <911> ",2009,"X.Former..Yugoslavia.","15.years.old.","62"
"Vienna 11th district, Simmering <911> ",2010,"X.Former..Yugoslavia.","15.years.old.","72"
"Vienna 11th district, Simmering <911> ",2011,"X.Former..Yugoslavia.","15.years.old.","74"
"Vienna 11th district, Simmering <911> ",2012,"X.Former..Yugoslavia.","15.years.old.","71"
"Vienna 11th district, Simmering <911> ",2013,"X.Former..Yugoslavia.","15.years.old.","77"
"Vienna 11th district, Simmering <911> ",2014,"X.Former..Yugoslavia.","15.years.old.","75"
"Vienna 11th district, Simmering <911> ",2015,"X.Former..Yugoslavia.","15.years.old.","68"
"Vienna 12th district, Meidling <912> ",1971,"X.Former..Yugoslavia.","15.years.old.","14"
"Vienna 12th district, Meidling <912> ",1981,"X.Former..Yugoslavia.","15.years.old.","22"
"Vienna 12th district, Meidling <912> ",1991,"X.Former..Yugoslavia.","15.years.old.","84"
"Vienna 12th district, Meidling <912> ",2001,"X.Former..Yugoslavia.","15.years.old.","94"
"Vienna 12th district, Meidling <912> ",2002,"X.Former..Yugoslavia.","15.years.old.","67"
"Vienna 12th district, Meidling <912> ",2003,"X.Former..Yugoslavia.","15.years.old.","91"
"Vienna 12th district, Meidling <912> ",2004,"X.Former..Yugoslavia.","15.years.old.","72"
"Vienna 12th district, Meidling <912> ",2005,"X.Former..Yugoslavia.","15.years.old.","80"
"Vienna 12th district, Meidling <912> ",2006,"X.Former..Yugoslavia.","15.years.old.","89"
"Vienna 12th district, Meidling <912> ",2007,"X.Former..Yugoslavia.","15.years.old.","84"
"Vienna 12th district, Meidling <912> ",2008,"X.Former..Yugoslavia.","15.years.old.","83"
"Vienna 12th district, Meidling <912> ",2009,"X.Former..Yugoslavia.","15.years.old.","77"
"Vienna 12th district, Meidling <912> ",2010,"X.Former..Yugoslavia.","15.years.old.","85"
"Vienna 12th district, Meidling <912> ",2011,"X.Former..Yugoslavia.","15.years.old.","90"
"Vienna 12th district, Meidling <912> ",2012,"X.Former..Yugoslavia.","15.years.old.","83"
"Vienna 12th district, Meidling <912> ",2013,"X.Former..Yugoslavia.","15.years.old.","90"
"Vienna 12th district, Meidling <912> ",2014,"X.Former..Yugoslavia.","15.years.old.","92"
"Vienna 12th district, Meidling <912> ",2015,"X.Former..Yugoslavia.","15.years.old.","76"
"Vienna 13th district, Hietzing <913> ",1971,"X.Former..Yugoslavia.","15.years.old.","3"
"Vienna 13th district, Hietzing <913> ",1981,"X.Former..Yugoslavia.","15.years.old.","2"
"Vienna 13th district, Hietzing <913> ",1991,"X.Former..Yugoslavia.","15.years.old.","11"
"Vienna 13th district, Hietzing <913> ",2001,"X.Former..Yugoslavia.","15.years.old.","9"
"Vienna 13th district, Hietzing <913> ",2002,"X.Former..Yugoslavia.","15.years.old.","13"
"Vienna 13th district, Hietzing <913> ",2003,"X.Former..Yugoslavia.","15.years.old.","15"
"Vienna 13th district, Hietzing <913> ",2004,"X.Former..Yugoslavia.","15.years.old.","5"
"Vienna 13th district, Hietzing <913> ",2005,"X.Former..Yugoslavia.","15.years.old.","9"
"Vienna 13th district, Hietzing <913> ",2006,"X.Former..Yugoslavia.","15.years.old.","15"
"Vienna 13th district, Hietzing <913> ",2007,"X.Former..Yugoslavia.","15.years.old.","4"
"Vienna 13th district, Hietzing <913> ",2008,"X.Former..Yugoslavia.","15.years.old.","4"
"Vienna 13th district, Hietzing <913> ",2009,"X.Former..Yugoslavia.","15.years.old.","9"
"Vienna 13th district, Hietzing <913> ",2010,"X.Former..Yugoslavia.","15.years.old.","16"
"Vienna 13th district, Hietzing <913> ",2011,"X.Former..Yugoslavia.","15.years.old.","6"
"Vienna 13th district, Hietzing <913> ",2012,"X.Former..Yugoslavia.","15.years.old.","13"
"Vienna 13th district, Hietzing <913> ",2013,"X.Former..Yugoslavia.","15.years.old.","10"
"Vienna 13th district, Hietzing <913> ",2014,"X.Former..Yugoslavia.","15.years.old.","19"
"Vienna 13th district, Hietzing <913> ",2015,"X.Former..Yugoslavia.","15.years.old.","9"
"Vienna 14th district, Penzing <914> ",1971,"X.Former..Yugoslavia.","15.years.old.","13"
"Vienna 14th district, Penzing <914> ",1981,"X.Former..Yugoslavia.","15.years.old.","22"
"Vienna 14th district, Penzing <914> ",1991,"X.Former..Yugoslavia.","15.years.old.","54"
"Vienna 14th district, Penzing <914> ",2001,"X.Former..Yugoslavia.","15.years.old.","61"
"Vienna 14th district, Penzing <914> ",2002,"X.Former..Yugoslavia.","15.years.old.","53"
"Vienna 14th district, Penzing <914> ",2003,"X.Former..Yugoslavia.","15.years.old.","72"
"Vienna 14th district, Penzing <914> ",2004,"X.Former..Yugoslavia.","15.years.old.","61"
"Vienna 14th district, Penzing <914> ",2005,"X.Former..Yugoslavia.","15.years.old.","64"
"Vienna 14th district, Penzing <914> ",2006,"X.Former..Yugoslavia.","15.years.old.","55"
"Vienna 14th district, Penzing <914> ",2007,"X.Former..Yugoslavia.","15.years.old.","66"
"Vienna 14th district, Penzing <914> ",2008,"X.Former..Yugoslavia.","15.years.old.","66"
"Vienna 14th district, Penzing <914> ",2009,"X.Former..Yugoslavia.","15.years.old.","55"
"Vienna 14th district, Penzing <914> ",2010,"X.Former..Yugoslavia.","15.years.old.","60"
"Vienna 14th district, Penzing <914> ",2011,"X.Former..Yugoslavia.","15.years.old.","60"
"Vienna 14th district, Penzing <914> ",2012,"X.Former..Yugoslavia.","15.years.old.","55"
"Vienna 14th district, Penzing <914> ",2013,"X.Former..Yugoslavia.","15.years.old.","74"
"Vienna 14th district, Penzing <914> ",2014,"X.Former..Yugoslavia.","15.years.old.","68"
"Vienna 14th district, Penzing <914> ",2015,"X.Former..Yugoslavia.","15.years.old.","57"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",1971,"X.Former..Yugoslavia.","15.years.old.","14"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",1981,"X.Former..Yugoslavia.","15.years.old.","51"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",1991,"X.Former..Yugoslavia.","15.years.old.","125"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2001,"X.Former..Yugoslavia.","15.years.old.","137"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2002,"X.Former..Yugoslavia.","15.years.old.","125"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2003,"X.Former..Yugoslavia.","15.years.old.","136"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2004,"X.Former..Yugoslavia.","15.years.old.","137"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2005,"X.Former..Yugoslavia.","15.years.old.","114"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2006,"X.Former..Yugoslavia.","15.years.old.","122"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2007,"X.Former..Yugoslavia.","15.years.old.","106"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2008,"X.Former..Yugoslavia.","15.years.old.","123"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2009,"X.Former..Yugoslavia.","15.years.old.","100"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2010,"X.Former..Yugoslavia.","15.years.old.","107"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2011,"X.Former..Yugoslavia.","15.years.old.","108"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2012,"X.Former..Yugoslavia.","15.years.old.","101"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2013,"X.Former..Yugoslavia.","15.years.old.","106"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2014,"X.Former..Yugoslavia.","15.years.old.","109"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2015,"X.Former..Yugoslavia.","15.years.old.","92"
"Vienna 16th district, Ottakring <916> ",1971,"X.Former..Yugoslavia.","15.years.old.","17"
"Vienna 16th district, Ottakring <916> ",1981,"X.Former..Yugoslavia.","15.years.old.","39"
"Vienna 16th district, Ottakring <916> ",1991,"X.Former..Yugoslavia.","15.years.old.","139"
"Vienna 16th district, Ottakring <916> ",2001,"X.Former..Yugoslavia.","15.years.old.","141"
"Vienna 16th district, Ottakring <916> ",2002,"X.Former..Yugoslavia.","15.years.old.","152"
"Vienna 16th district, Ottakring <916> ",2003,"X.Former..Yugoslavia.","15.years.old.","160"
"Vienna 16th district, Ottakring <916> ",2004,"X.Former..Yugoslavia.","15.years.old.","120"
"Vienna 16th district, Ottakring <916> ",2005,"X.Former..Yugoslavia.","15.years.old.","158"
"Vienna 16th district, Ottakring <916> ",2006,"X.Former..Yugoslavia.","15.years.old.","132"
"Vienna 16th district, Ottakring <916> ",2007,"X.Former..Yugoslavia.","15.years.old.","148"
"Vienna 16th district, Ottakring <916> ",2008,"X.Former..Yugoslavia.","15.years.old.","127"
"Vienna 16th district, Ottakring <916> ",2009,"X.Former..Yugoslavia.","15.years.old.","131"
"Vienna 16th district, Ottakring <916> ",2010,"X.Former..Yugoslavia.","15.years.old.","133"
"Vienna 16th district, Ottakring <916> ",2011,"X.Former..Yugoslavia.","15.years.old.","129"
"Vienna 16th district, Ottakring <916> ",2012,"X.Former..Yugoslavia.","15.years.old.","111"
"Vienna 16th district, Ottakring <916> ",2013,"X.Former..Yugoslavia.","15.years.old.","132"
"Vienna 16th district, Ottakring <916> ",2014,"X.Former..Yugoslavia.","15.years.old.","120"
"Vienna 16th district, Ottakring <916> ",2015,"X.Former..Yugoslavia.","15.years.old.","115"
"Vienna 17th district, Hernals <917> ",1971,"X.Former..Yugoslavia.","15.years.old.","16"
"Vienna 17th district, Hernals <917> ",1981,"X.Former..Yugoslavia.","15.years.old.","22"
"Vienna 17th district, Hernals <917> ",1991,"X.Former..Yugoslavia.","15.years.old.","89"
"Vienna 17th district, Hernals <917> ",2001,"X.Former..Yugoslavia.","15.years.old.","74"
"Vienna 17th district, Hernals <917> ",2002,"X.Former..Yugoslavia.","15.years.old.","82"
"Vienna 17th district, Hernals <917> ",2003,"X.Former..Yugoslavia.","15.years.old.","67"
"Vienna 17th district, Hernals <917> ",2004,"X.Former..Yugoslavia.","15.years.old.","63"
"Vienna 17th district, Hernals <917> ",2005,"X.Former..Yugoslavia.","15.years.old.","58"
"Vienna 17th district, Hernals <917> ",2006,"X.Former..Yugoslavia.","15.years.old.","66"
"Vienna 17th district, Hernals <917> ",2007,"X.Former..Yugoslavia.","15.years.old.","75"
"Vienna 17th district, Hernals <917> ",2008,"X.Former..Yugoslavia.","15.years.old.","58"
"Vienna 17th district, Hernals <917> ",2009,"X.Former..Yugoslavia.","15.years.old.","73"
"Vienna 17th district, Hernals <917> ",2010,"X.Former..Yugoslavia.","15.years.old.","76"
"Vienna 17th district, Hernals <917> ",2011,"X.Former..Yugoslavia.","15.years.old.","56"
"Vienna 17th district, Hernals <917> ",2012,"X.Former..Yugoslavia.","15.years.old.","65"
"Vienna 17th district, Hernals <917> ",2013,"X.Former..Yugoslavia.","15.years.old.","49"
"Vienna 17th district, Hernals <917> ",2014,"X.Former..Yugoslavia.","15.years.old.","47"
"Vienna 17th district, Hernals <917> ",2015,"X.Former..Yugoslavia.","15.years.old.","42"
"Vienna 18th district, Währing <918> ",1971,"X.Former..Yugoslavia.","15.years.old.","11"
"Vienna 18th district, Währing <918> ",1981,"X.Former..Yugoslavia.","15.years.old.","23"
"Vienna 18th district, Währing <918> ",1991,"X.Former..Yugoslavia.","15.years.old.","65"
"Vienna 18th district, Währing <918> ",2001,"X.Former..Yugoslavia.","15.years.old.","34"
"Vienna 18th district, Währing <918> ",2002,"X.Former..Yugoslavia.","15.years.old.","45"
"Vienna 18th district, Währing <918> ",2003,"X.Former..Yugoslavia.","15.years.old.","47"
"Vienna 18th district, Währing <918> ",2004,"X.Former..Yugoslavia.","15.years.old.","33"
"Vienna 18th district, Währing <918> ",2005,"X.Former..Yugoslavia.","15.years.old.","34"
"Vienna 18th district, Währing <918> ",2006,"X.Former..Yugoslavia.","15.years.old.","29"
"Vienna 18th district, Währing <918> ",2007,"X.Former..Yugoslavia.","15.years.old.","18"
"Vienna 18th district, Währing <918> ",2008,"X.Former..Yugoslavia.","15.years.old.","36"
"Vienna 18th district, Währing <918> ",2009,"X.Former..Yugoslavia.","15.years.old.","25"
"Vienna 18th district, Währing <918> ",2010,"X.Former..Yugoslavia.","15.years.old.","26"
"Vienna 18th district, Währing <918> ",2011,"X.Former..Yugoslavia.","15.years.old.","29"
"Vienna 18th district, Währing <918> ",2012,"X.Former..Yugoslavia.","15.years.old.","25"
"Vienna 18th district, Währing <918> ",2013,"X.Former..Yugoslavia.","15.years.old.","22"
"Vienna 18th district, Währing <918> ",2014,"X.Former..Yugoslavia.","15.years.old.","25"
"Vienna 18th district, Währing <918> ",2015,"X.Former..Yugoslavia.","15.years.old.","21"
"Vienna 19th district, Döbling <919> ",1971,"X.Former..Yugoslavia.","15.years.old.","4"
"Vienna 19th district, Döbling <919> ",1981,"X.Former..Yugoslavia.","15.years.old.","10"
"Vienna 19th district, Döbling <919> ",1991,"X.Former..Yugoslavia.","15.years.old.","31"
"Vienna 19th district, Döbling <919> ",2001,"X.Former..Yugoslavia.","15.years.old.","22"
"Vienna 19th district, Döbling <919> ",2002,"X.Former..Yugoslavia.","15.years.old.","22"
"Vienna 19th district, Döbling <919> ",2003,"X.Former..Yugoslavia.","15.years.old.","14"
"Vienna 19th district, Döbling <919> ",2004,"X.Former..Yugoslavia.","15.years.old.","22"
"Vienna 19th district, Döbling <919> ",2005,"X.Former..Yugoslavia.","15.years.old.","20"
"Vienna 19th district, Döbling <919> ",2006,"X.Former..Yugoslavia.","15.years.old.","22"
"Vienna 19th district, Döbling <919> ",2007,"X.Former..Yugoslavia.","15.years.old.","26"
"Vienna 19th district, Döbling <919> ",2008,"X.Former..Yugoslavia.","15.years.old.","13"
"Vienna 19th district, Döbling <919> ",2009,"X.Former..Yugoslavia.","15.years.old.","16"
"Vienna 19th district, Döbling <919> ",2010,"X.Former..Yugoslavia.","15.years.old.","14"
"Vienna 19th district, Döbling <919> ",2011,"X.Former..Yugoslavia.","15.years.old.","10"
"Vienna 19th district, Döbling <919> ",2012,"X.Former..Yugoslavia.","15.years.old.","24"
"Vienna 19th district, Döbling <919> ",2013,"X.Former..Yugoslavia.","15.years.old.","16"
"Vienna 19th district, Döbling <919> ",2014,"X.Former..Yugoslavia.","15.years.old.","16"
"Vienna 19th district, Döbling <919> ",2015,"X.Former..Yugoslavia.","15.years.old.","25"
"Vienna 20th district, Brigittenau <920> ",1971,"X.Former..Yugoslavia.","15.years.old.","19"
"Vienna 20th district, Brigittenau <920> ",1981,"X.Former..Yugoslavia.","15.years.old.","24"
"Vienna 20th district, Brigittenau <920> ",1991,"X.Former..Yugoslavia.","15.years.old.","91"
"Vienna 20th district, Brigittenau <920> ",2001,"X.Former..Yugoslavia.","15.years.old.","89"
"Vienna 20th district, Brigittenau <920> ",2002,"X.Former..Yugoslavia.","15.years.old.","94"
"Vienna 20th district, Brigittenau <920> ",2003,"X.Former..Yugoslavia.","15.years.old.","116"
"Vienna 20th district, Brigittenau <920> ",2004,"X.Former..Yugoslavia.","15.years.old.","115"
"Vienna 20th district, Brigittenau <920> ",2005,"X.Former..Yugoslavia.","15.years.old.","98"
"Vienna 20th district, Brigittenau <920> ",2006,"X.Former..Yugoslavia.","15.years.old.","93"
"Vienna 20th district, Brigittenau <920> ",2007,"X.Former..Yugoslavia.","15.years.old.","94"
"Vienna 20th district, Brigittenau <920> ",2008,"X.Former..Yugoslavia.","15.years.old.","88"
"Vienna 20th district, Brigittenau <920> ",2009,"X.Former..Yugoslavia.","15.years.old.","79"
"Vienna 20th district, Brigittenau <920> ",2010,"X.Former..Yugoslavia.","15.years.old.","87"
"Vienna 20th district, Brigittenau <920> ",2011,"X.Former..Yugoslavia.","15.years.old.","94"
"Vienna 20th district, Brigittenau <920> ",2012,"X.Former..Yugoslavia.","15.years.old.","91"
"Vienna 20th district, Brigittenau <920> ",2013,"X.Former..Yugoslavia.","15.years.old.","104"
"Vienna 20th district, Brigittenau <920> ",2014,"X.Former..Yugoslavia.","15.years.old.","92"
"Vienna 20th district, Brigittenau <920> ",2015,"X.Former..Yugoslavia.","15.years.old.","95"
"Vienna 21st district, Floridsdorf <921> ",1971,"X.Former..Yugoslavia.","15.years.old.","9"
"Vienna 21st district, Floridsdorf <921> ",1981,"X.Former..Yugoslavia.","15.years.old.","13"
"Vienna 21st district, Floridsdorf <921> ",1991,"X.Former..Yugoslavia.","15.years.old.","40"
"Vienna 21st district, Floridsdorf <921> ",2001,"X.Former..Yugoslavia.","15.years.old.","50"
"Vienna 21st district, Floridsdorf <921> ",2002,"X.Former..Yugoslavia.","15.years.old.","52"
"Vienna 21st district, Floridsdorf <921> ",2003,"X.Former..Yugoslavia.","15.years.old.","49"
"Vienna 21st district, Floridsdorf <921> ",2004,"X.Former..Yugoslavia.","15.years.old.","70"
"Vienna 21st district, Floridsdorf <921> ",2005,"X.Former..Yugoslavia.","15.years.old.","66"
"Vienna 21st district, Floridsdorf <921> ",2006,"X.Former..Yugoslavia.","15.years.old.","56"
"Vienna 21st district, Floridsdorf <921> ",2007,"X.Former..Yugoslavia.","15.years.old.","59"
"Vienna 21st district, Floridsdorf <921> ",2008,"X.Former..Yugoslavia.","15.years.old.","67"
"Vienna 21st district, Floridsdorf <921> ",2009,"X.Former..Yugoslavia.","15.years.old.","69"
"Vienna 21st district, Floridsdorf <921> ",2010,"X.Former..Yugoslavia.","15.years.old.","64"
"Vienna 21st district, Floridsdorf <921> ",2011,"X.Former..Yugoslavia.","15.years.old.","56"
"Vienna 21st district, Floridsdorf <921> ",2012,"X.Former..Yugoslavia.","15.years.old.","65"
"Vienna 21st district, Floridsdorf <921> ",2013,"X.Former..Yugoslavia.","15.years.old.","84"
"Vienna 21st district, Floridsdorf <921> ",2014,"X.Former..Yugoslavia.","15.years.old.","82"
"Vienna 21st district, Floridsdorf <921> ",2015,"X.Former..Yugoslavia.","15.years.old.","71"
"Vienna 22nd district, Donaustadt <922> ",1971,"X.Former..Yugoslavia.","15.years.old.","11"
"Vienna 22nd district, Donaustadt <922> ",1981,"X.Former..Yugoslavia.","15.years.old.","5"
"Vienna 22nd district, Donaustadt <922> ",1991,"X.Former..Yugoslavia.","15.years.old.","14"
"Vienna 22nd district, Donaustadt <922> ",2001,"X.Former..Yugoslavia.","15.years.old.","24"
"Vienna 22nd district, Donaustadt <922> ",2002,"X.Former..Yugoslavia.","15.years.old.","34"
"Vienna 22nd district, Donaustadt <922> ",2003,"X.Former..Yugoslavia.","15.years.old.","24"
"Vienna 22nd district, Donaustadt <922> ",2004,"X.Former..Yugoslavia.","15.years.old.","35"
"Vienna 22nd district, Donaustadt <922> ",2005,"X.Former..Yugoslavia.","15.years.old.","42"
"Vienna 22nd district, Donaustadt <922> ",2006,"X.Former..Yugoslavia.","15.years.old.","33"
"Vienna 22nd district, Donaustadt <922> ",2007,"X.Former..Yugoslavia.","15.years.old.","41"
"Vienna 22nd district, Donaustadt <922> ",2008,"X.Former..Yugoslavia.","15.years.old.","35"
"Vienna 22nd district, Donaustadt <922> ",2009,"X.Former..Yugoslavia.","15.years.old.","37"
"Vienna 22nd district, Donaustadt <922> ",2010,"X.Former..Yugoslavia.","15.years.old.","39"
"Vienna 22nd district, Donaustadt <922> ",2011,"X.Former..Yugoslavia.","15.years.old.","39"
"Vienna 22nd district, Donaustadt <922> ",2012,"X.Former..Yugoslavia.","15.years.old.","55"
"Vienna 22nd district, Donaustadt <922> ",2013,"X.Former..Yugoslavia.","15.years.old.","46"
"Vienna 22nd district, Donaustadt <922> ",2014,"X.Former..Yugoslavia.","15.years.old.","51"
"Vienna 22nd district, Donaustadt <922> ",2015,"X.Former..Yugoslavia.","15.years.old.","60"
"Vienna 23rd district, Liesing <923> ",1971,"X.Former..Yugoslavia.","15.years.old.","15"
"Vienna 23rd district, Liesing <923> ",1981,"X.Former..Yugoslavia.","15.years.old.","9"
"Vienna 23rd district, Liesing <923> ",1991,"X.Former..Yugoslavia.","15.years.old.","31"
"Vienna 23rd district, Liesing <923> ",2001,"X.Former..Yugoslavia.","15.years.old.","30"
"Vienna 23rd district, Liesing <923> ",2002,"X.Former..Yugoslavia.","15.years.old.","20"
"Vienna 23rd district, Liesing <923> ",2003,"X.Former..Yugoslavia.","15.years.old.","28"
"Vienna 23rd district, Liesing <923> ",2004,"X.Former..Yugoslavia.","15.years.old.","32"
"Vienna 23rd district, Liesing <923> ",2005,"X.Former..Yugoslavia.","15.years.old.","28"
"Vienna 23rd district, Liesing <923> ",2006,"X.Former..Yugoslavia.","15.years.old.","42"
"Vienna 23rd district, Liesing <923> ",2007,"X.Former..Yugoslavia.","15.years.old.","37"
"Vienna 23rd district, Liesing <923> ",2008,"X.Former..Yugoslavia.","15.years.old.","34"
"Vienna 23rd district, Liesing <923> ",2009,"X.Former..Yugoslavia.","15.years.old.","35"
"Vienna 23rd district, Liesing <923> ",2010,"X.Former..Yugoslavia.","15.years.old.","40"
"Vienna 23rd district, Liesing <923> ",2011,"X.Former..Yugoslavia.","15.years.old.","23"
"Vienna 23rd district, Liesing <923> ",2012,"X.Former..Yugoslavia.","15.years.old.","43"
"Vienna 23rd district, Liesing <923> ",2013,"X.Former..Yugoslavia.","15.years.old.","27"
"Vienna 23rd district, Liesing <923> ",2014,"X.Former..Yugoslavia.","15.years.old.","41"
"Vienna 23rd district, Liesing <923> ",2015,"X.Former..Yugoslavia.","15.years.old.","34"
"Vienna <AT13> ",1971,"X.Former..Yugoslavia.","16.years.old.","418"
"Vienna <AT13> ",1981,"X.Former..Yugoslavia.","16.years.old.","526"
"Vienna <AT13> ",1991,"X.Former..Yugoslavia.","16.years.old.","1,481"
"Vienna <AT13> ",2001,"X.Former..Yugoslavia.","16.years.old.","1,362"
"Vienna <AT13> ",2002,"X.Former..Yugoslavia.","16.years.old.","1,362"
"Vienna <AT13> ",2003,"X.Former..Yugoslavia.","16.years.old.","1,312"
"Vienna <AT13> ",2004,"X.Former..Yugoslavia.","16.years.old.","1,386"
"Vienna <AT13> ",2005,"X.Former..Yugoslavia.","16.years.old.","1,296"
"Vienna <AT13> ",2006,"X.Former..Yugoslavia.","16.years.old.","1,241"
"Vienna <AT13> ",2007,"X.Former..Yugoslavia.","16.years.old.","1,257"
"Vienna <AT13> ",2008,"X.Former..Yugoslavia.","16.years.old.","1,278"
"Vienna <AT13> ",2009,"X.Former..Yugoslavia.","16.years.old.","1,235"
"Vienna <AT13> ",2010,"X.Former..Yugoslavia.","16.years.old.","1,220"
"Vienna <AT13> ",2011,"X.Former..Yugoslavia.","16.years.old.","1,274"
"Vienna <AT13> ",2012,"X.Former..Yugoslavia.","16.years.old.","1,238"
"Vienna <AT13> ",2013,"X.Former..Yugoslavia.","16.years.old.","1,293"
"Vienna <AT13> ",2014,"X.Former..Yugoslavia.","16.years.old.","1,295"
"Vienna <AT13> ",2015,"X.Former..Yugoslavia.","16.years.old.","1,351"
"Vienna 1st district, City <901> ",1971,"X.Former..Yugoslavia.","16.years.old.","6"
"Vienna 1st district, City <901> ",1981,"X.Former..Yugoslavia.","16.years.old.","3"
"Vienna 1st district, City <901> ",1991,"X.Former..Yugoslavia.","16.years.old.","14"
"Vienna 1st district, City <901> ",2001,"X.Former..Yugoslavia.","16.years.old.","12"
"Vienna 1st district, City <901> ",2002,"X.Former..Yugoslavia.","16.years.old.","9"
"Vienna 1st district, City <901> ",2003,"X.Former..Yugoslavia.","16.years.old.","8"
"Vienna 1st district, City <901> ",2004,"X.Former..Yugoslavia.","16.years.old.","9"
"Vienna 1st district, City <901> ",2005,"X.Former..Yugoslavia.","16.years.old.","4"
"Vienna 1st district, City <901> ",2006,"X.Former..Yugoslavia.","16.years.old.","5"
"Vienna 1st district, City <901> ",2007,"X.Former..Yugoslavia.","16.years.old.","3"
"Vienna 1st district, City <901> ",2008,"X.Former..Yugoslavia.","16.years.old.","4"
"Vienna 1st district, City <901> ",2009,"X.Former..Yugoslavia.","16.years.old.","4"
"Vienna 1st district, City <901> ",2010,"X.Former..Yugoslavia.","16.years.old.","1"
"Vienna 1st district, City <901> ",2011,"X.Former..Yugoslavia.","16.years.old.","2"
"Vienna 1st district, City <901> ",2012,"X.Former..Yugoslavia.","16.years.old.","5"
"Vienna 1st district, City <901> ",2013,"X.Former..Yugoslavia.","16.years.old.","1"
"Vienna 1st district, City <901> ",2014,"X.Former..Yugoslavia.","16.years.old.","2"
"Vienna 1st district, City <901> ",2015,"X.Former..Yugoslavia.","16.years.old.","4"
"Vienna 2nd district, Leopoldstadt <902> ",1971,"X.Former..Yugoslavia.","16.years.old.","36"
"Vienna 2nd district, Leopoldstadt <902> ",1981,"X.Former..Yugoslavia.","16.years.old.","49"
"Vienna 2nd district, Leopoldstadt <902> ",1991,"X.Former..Yugoslavia.","16.years.old.","145"
"Vienna 2nd district, Leopoldstadt <902> ",2001,"X.Former..Yugoslavia.","16.years.old.","103"
"Vienna 2nd district, Leopoldstadt <902> ",2002,"X.Former..Yugoslavia.","16.years.old.","114"
"Vienna 2nd district, Leopoldstadt <902> ",2003,"X.Former..Yugoslavia.","16.years.old.","100"
"Vienna 2nd district, Leopoldstadt <902> ",2004,"X.Former..Yugoslavia.","16.years.old.","118"
"Vienna 2nd district, Leopoldstadt <902> ",2005,"X.Former..Yugoslavia.","16.years.old.","101"
"Vienna 2nd district, Leopoldstadt <902> ",2006,"X.Former..Yugoslavia.","16.years.old.","102"
"Vienna 2nd district, Leopoldstadt <902> ",2007,"X.Former..Yugoslavia.","16.years.old.","110"
"Vienna 2nd district, Leopoldstadt <902> ",2008,"X.Former..Yugoslavia.","16.years.old.","105"
"Vienna 2nd district, Leopoldstadt <902> ",2009,"X.Former..Yugoslavia.","16.years.old.","99"
"Vienna 2nd district, Leopoldstadt <902> ",2010,"X.Former..Yugoslavia.","16.years.old.","97"
"Vienna 2nd district, Leopoldstadt <902> ",2011,"X.Former..Yugoslavia.","16.years.old.","94"
"Vienna 2nd district, Leopoldstadt <902> ",2012,"X.Former..Yugoslavia.","16.years.old.","78"
"Vienna 2nd district, Leopoldstadt <902> ",2013,"X.Former..Yugoslavia.","16.years.old.","81"
"Vienna 2nd district, Leopoldstadt <902> ",2014,"X.Former..Yugoslavia.","16.years.old.","76"
"Vienna 2nd district, Leopoldstadt <902> ",2015,"X.Former..Yugoslavia.","16.years.old.","84"
"Vienna 3rd district, Landstraße <903> ",1971,"X.Former..Yugoslavia.","16.years.old.","33"
"Vienna 3rd district, Landstraße <903> ",1981,"X.Former..Yugoslavia.","16.years.old.","39"
"Vienna 3rd district, Landstraße <903> ",1991,"X.Former..Yugoslavia.","16.years.old.","89"
"Vienna 3rd district, Landstraße <903> ",2001,"X.Former..Yugoslavia.","16.years.old.","66"
"Vienna 3rd district, Landstraße <903> ",2002,"X.Former..Yugoslavia.","16.years.old.","75"
"Vienna 3rd district, Landstraße <903> ",2003,"X.Former..Yugoslavia.","16.years.old.","74"
"Vienna 3rd district, Landstraße <903> ",2004,"X.Former..Yugoslavia.","16.years.old.","70"
"Vienna 3rd district, Landstraße <903> ",2005,"X.Former..Yugoslavia.","16.years.old.","55"
