"commune","time","nationality","age","value"
"Vienna 3rd district, Landstraße <903> ",2006,"X.Former..Yugoslavia.","16.years.old.","52"
"Vienna 3rd district, Landstraße <903> ",2007,"X.Former..Yugoslavia.","16.years.old.","48"
"Vienna 3rd district, Landstraße <903> ",2008,"X.Former..Yugoslavia.","16.years.old.","58"
"Vienna 3rd district, Landstraße <903> ",2009,"X.Former..Yugoslavia.","16.years.old.","57"
"Vienna 3rd district, Landstraße <903> ",2010,"X.Former..Yugoslavia.","16.years.old.","55"
"Vienna 3rd district, Landstraße <903> ",2011,"X.Former..Yugoslavia.","16.years.old.","61"
"Vienna 3rd district, Landstraße <903> ",2012,"X.Former..Yugoslavia.","16.years.old.","49"
"Vienna 3rd district, Landstraße <903> ",2013,"X.Former..Yugoslavia.","16.years.old.","45"
"Vienna 3rd district, Landstraße <903> ",2014,"X.Former..Yugoslavia.","16.years.old.","53"
"Vienna 3rd district, Landstraße <903> ",2015,"X.Former..Yugoslavia.","16.years.old.","47"
"Vienna 4th district, Wieden <904> ",1971,"X.Former..Yugoslavia.","16.years.old.","12"
"Vienna 4th district, Wieden <904> ",1981,"X.Former..Yugoslavia.","16.years.old.","8"
"Vienna 4th district, Wieden <904> ",1991,"X.Former..Yugoslavia.","16.years.old.","39"
"Vienna 4th district, Wieden <904> ",2001,"X.Former..Yugoslavia.","16.years.old.","18"
"Vienna 4th district, Wieden <904> ",2002,"X.Former..Yugoslavia.","16.years.old.","21"
"Vienna 4th district, Wieden <904> ",2003,"X.Former..Yugoslavia.","16.years.old.","12"
"Vienna 4th district, Wieden <904> ",2004,"X.Former..Yugoslavia.","16.years.old.","20"
"Vienna 4th district, Wieden <904> ",2005,"X.Former..Yugoslavia.","16.years.old.","19"
"Vienna 4th district, Wieden <904> ",2006,"X.Former..Yugoslavia.","16.years.old.","19"
"Vienna 4th district, Wieden <904> ",2007,"X.Former..Yugoslavia.","16.years.old.","20"
"Vienna 4th district, Wieden <904> ",2008,"X.Former..Yugoslavia.","16.years.old.","10"
"Vienna 4th district, Wieden <904> ",2009,"X.Former..Yugoslavia.","16.years.old.","12"
"Vienna 4th district, Wieden <904> ",2010,"X.Former..Yugoslavia.","16.years.old.","15"
"Vienna 4th district, Wieden <904> ",2011,"X.Former..Yugoslavia.","16.years.old.","6"
"Vienna 4th district, Wieden <904> ",2012,"X.Former..Yugoslavia.","16.years.old.","13"
"Vienna 4th district, Wieden <904> ",2013,"X.Former..Yugoslavia.","16.years.old.","12"
"Vienna 4th district, Wieden <904> ",2014,"X.Former..Yugoslavia.","16.years.old.","14"
"Vienna 4th district, Wieden <904> ",2015,"X.Former..Yugoslavia.","16.years.old.","12"
"Vienna 5th district, Margareten <905> ",1971,"X.Former..Yugoslavia.","16.years.old.","27"
"Vienna 5th district, Margareten <905> ",1981,"X.Former..Yugoslavia.","16.years.old.","26"
"Vienna 5th district, Margareten <905> ",1991,"X.Former..Yugoslavia.","16.years.old.","85"
"Vienna 5th district, Margareten <905> ",2001,"X.Former..Yugoslavia.","16.years.old.","62"
"Vienna 5th district, Margareten <905> ",2002,"X.Former..Yugoslavia.","16.years.old.","81"
"Vienna 5th district, Margareten <905> ",2003,"X.Former..Yugoslavia.","16.years.old.","71"
"Vienna 5th district, Margareten <905> ",2004,"X.Former..Yugoslavia.","16.years.old.","62"
"Vienna 5th district, Margareten <905> ",2005,"X.Former..Yugoslavia.","16.years.old.","58"
"Vienna 5th district, Margareten <905> ",2006,"X.Former..Yugoslavia.","16.years.old.","58"
"Vienna 5th district, Margareten <905> ",2007,"X.Former..Yugoslavia.","16.years.old.","52"
"Vienna 5th district, Margareten <905> ",2008,"X.Former..Yugoslavia.","16.years.old.","42"
"Vienna 5th district, Margareten <905> ",2009,"X.Former..Yugoslavia.","16.years.old.","46"
"Vienna 5th district, Margareten <905> ",2010,"X.Former..Yugoslavia.","16.years.old.","60"
"Vienna 5th district, Margareten <905> ",2011,"X.Former..Yugoslavia.","16.years.old.","45"
"Vienna 5th district, Margareten <905> ",2012,"X.Former..Yugoslavia.","16.years.old.","53"
"Vienna 5th district, Margareten <905> ",2013,"X.Former..Yugoslavia.","16.years.old.","47"
"Vienna 5th district, Margareten <905> ",2014,"X.Former..Yugoslavia.","16.years.old.","48"
"Vienna 5th district, Margareten <905> ",2015,"X.Former..Yugoslavia.","16.years.old.","40"
"Vienna 6th district, Mariahilf <906> ",1971,"X.Former..Yugoslavia.","16.years.old.","11"
"Vienna 6th district, Mariahilf <906> ",1981,"X.Former..Yugoslavia.","16.years.old.","19"
"Vienna 6th district, Mariahilf <906> ",1991,"X.Former..Yugoslavia.","16.years.old.","40"
"Vienna 6th district, Mariahilf <906> ",2001,"X.Former..Yugoslavia.","16.years.old.","20"
"Vienna 6th district, Mariahilf <906> ",2002,"X.Former..Yugoslavia.","16.years.old.","23"
"Vienna 6th district, Mariahilf <906> ",2003,"X.Former..Yugoslavia.","16.years.old.","21"
"Vienna 6th district, Mariahilf <906> ",2004,"X.Former..Yugoslavia.","16.years.old.","25"
"Vienna 6th district, Mariahilf <906> ",2005,"X.Former..Yugoslavia.","16.years.old.","15"
"Vienna 6th district, Mariahilf <906> ",2006,"X.Former..Yugoslavia.","16.years.old.","16"
"Vienna 6th district, Mariahilf <906> ",2007,"X.Former..Yugoslavia.","16.years.old.","15"
"Vienna 6th district, Mariahilf <906> ",2008,"X.Former..Yugoslavia.","16.years.old.","16"
"Vienna 6th district, Mariahilf <906> ",2009,"X.Former..Yugoslavia.","16.years.old.","11"
"Vienna 6th district, Mariahilf <906> ",2010,"X.Former..Yugoslavia.","16.years.old.","17"
"Vienna 6th district, Mariahilf <906> ",2011,"X.Former..Yugoslavia.","16.years.old.","7"
"Vienna 6th district, Mariahilf <906> ",2012,"X.Former..Yugoslavia.","16.years.old.","13"
"Vienna 6th district, Mariahilf <906> ",2013,"X.Former..Yugoslavia.","16.years.old.","15"
"Vienna 6th district, Mariahilf <906> ",2014,"X.Former..Yugoslavia.","16.years.old.","13"
"Vienna 6th district, Mariahilf <906> ",2015,"X.Former..Yugoslavia.","16.years.old.","17"
"Vienna 7th district, Neubau <907> ",1971,"X.Former..Yugoslavia.","16.years.old.","9"
"Vienna 7th district, Neubau <907> ",1981,"X.Former..Yugoslavia.","16.years.old.","10"
"Vienna 7th district, Neubau <907> ",1991,"X.Former..Yugoslavia.","16.years.old.","35"
"Vienna 7th district, Neubau <907> ",2001,"X.Former..Yugoslavia.","16.years.old.","28"
"Vienna 7th district, Neubau <907> ",2002,"X.Former..Yugoslavia.","16.years.old.","28"
"Vienna 7th district, Neubau <907> ",2003,"X.Former..Yugoslavia.","16.years.old.","31"
"Vienna 7th district, Neubau <907> ",2004,"X.Former..Yugoslavia.","16.years.old.","35"
"Vienna 7th district, Neubau <907> ",2005,"X.Former..Yugoslavia.","16.years.old.","34"
"Vienna 7th district, Neubau <907> ",2006,"X.Former..Yugoslavia.","16.years.old.","18"
"Vienna 7th district, Neubau <907> ",2007,"X.Former..Yugoslavia.","16.years.old.","25"
"Vienna 7th district, Neubau <907> ",2008,"X.Former..Yugoslavia.","16.years.old.","25"
"Vienna 7th district, Neubau <907> ",2009,"X.Former..Yugoslavia.","16.years.old.","26"
"Vienna 7th district, Neubau <907> ",2010,"X.Former..Yugoslavia.","16.years.old.","16"
"Vienna 7th district, Neubau <907> ",2011,"X.Former..Yugoslavia.","16.years.old.","19"
"Vienna 7th district, Neubau <907> ",2012,"X.Former..Yugoslavia.","16.years.old.","27"
"Vienna 7th district, Neubau <907> ",2013,"X.Former..Yugoslavia.","16.years.old.","15"
"Vienna 7th district, Neubau <907> ",2014,"X.Former..Yugoslavia.","16.years.old.","12"
"Vienna 7th district, Neubau <907> ",2015,"X.Former..Yugoslavia.","16.years.old.","15"
"Vienna 8th district, Josefstadt <908> ",1971,"X.Former..Yugoslavia.","16.years.old.","6"
"Vienna 8th district, Josefstadt <908> ",1981,"X.Former..Yugoslavia.","16.years.old.","10"
"Vienna 8th district, Josefstadt <908> ",1991,"X.Former..Yugoslavia.","16.years.old.","21"
"Vienna 8th district, Josefstadt <908> ",2001,"X.Former..Yugoslavia.","16.years.old.","12"
"Vienna 8th district, Josefstadt <908> ",2002,"X.Former..Yugoslavia.","16.years.old.","11"
"Vienna 8th district, Josefstadt <908> ",2003,"X.Former..Yugoslavia.","16.years.old.","11"
"Vienna 8th district, Josefstadt <908> ",2004,"X.Former..Yugoslavia.","16.years.old.","21"
"Vienna 8th district, Josefstadt <908> ",2005,"X.Former..Yugoslavia.","16.years.old.","16"
"Vienna 8th district, Josefstadt <908> ",2006,"X.Former..Yugoslavia.","16.years.old.","10"
"Vienna 8th district, Josefstadt <908> ",2007,"X.Former..Yugoslavia.","16.years.old.","10"
"Vienna 8th district, Josefstadt <908> ",2008,"X.Former..Yugoslavia.","16.years.old.","9"
"Vienna 8th district, Josefstadt <908> ",2009,"X.Former..Yugoslavia.","16.years.old.","14"
"Vienna 8th district, Josefstadt <908> ",2010,"X.Former..Yugoslavia.","16.years.old.","5"
"Vienna 8th district, Josefstadt <908> ",2011,"X.Former..Yugoslavia.","16.years.old.","5"
"Vienna 8th district, Josefstadt <908> ",2012,"X.Former..Yugoslavia.","16.years.old.","10"
"Vienna 8th district, Josefstadt <908> ",2013,"X.Former..Yugoslavia.","16.years.old.","8"
"Vienna 8th district, Josefstadt <908> ",2014,"X.Former..Yugoslavia.","16.years.old.","4"
"Vienna 8th district, Josefstadt <908> ",2015,"X.Former..Yugoslavia.","16.years.old.","11"
"Vienna 9th district, Alsergrund <909> ",1971,"X.Former..Yugoslavia.","16.years.old.","12"
"Vienna 9th district, Alsergrund <909> ",1981,"X.Former..Yugoslavia.","16.years.old.","17"
"Vienna 9th district, Alsergrund <909> ",1991,"X.Former..Yugoslavia.","16.years.old.","54"
"Vienna 9th district, Alsergrund <909> ",2001,"X.Former..Yugoslavia.","16.years.old.","27"
"Vienna 9th district, Alsergrund <909> ",2002,"X.Former..Yugoslavia.","16.years.old.","24"
"Vienna 9th district, Alsergrund <909> ",2003,"X.Former..Yugoslavia.","16.years.old.","29"
"Vienna 9th district, Alsergrund <909> ",2004,"X.Former..Yugoslavia.","16.years.old.","29"
"Vienna 9th district, Alsergrund <909> ",2005,"X.Former..Yugoslavia.","16.years.old.","43"
"Vienna 9th district, Alsergrund <909> ",2006,"X.Former..Yugoslavia.","16.years.old.","23"
"Vienna 9th district, Alsergrund <909> ",2007,"X.Former..Yugoslavia.","16.years.old.","16"
"Vienna 9th district, Alsergrund <909> ",2008,"X.Former..Yugoslavia.","16.years.old.","28"
"Vienna 9th district, Alsergrund <909> ",2009,"X.Former..Yugoslavia.","16.years.old.","25"
"Vienna 9th district, Alsergrund <909> ",2010,"X.Former..Yugoslavia.","16.years.old.","14"
"Vienna 9th district, Alsergrund <909> ",2011,"X.Former..Yugoslavia.","16.years.old.","20"
"Vienna 9th district, Alsergrund <909> ",2012,"X.Former..Yugoslavia.","16.years.old.","23"
"Vienna 9th district, Alsergrund <909> ",2013,"X.Former..Yugoslavia.","16.years.old.","23"
"Vienna 9th district, Alsergrund <909> ",2014,"X.Former..Yugoslavia.","16.years.old.","17"
"Vienna 9th district, Alsergrund <909> ",2015,"X.Former..Yugoslavia.","16.years.old.","27"
"Vienna 10th district, Favoriten <910> ",1971,"X.Former..Yugoslavia.","16.years.old.","17"
"Vienna 10th district, Favoriten <910> ",1981,"X.Former..Yugoslavia.","16.years.old.","37"
"Vienna 10th district, Favoriten <910> ",1991,"X.Former..Yugoslavia.","16.years.old.","117"
"Vienna 10th district, Favoriten <910> ",2001,"X.Former..Yugoslavia.","16.years.old.","163"
"Vienna 10th district, Favoriten <910> ",2002,"X.Former..Yugoslavia.","16.years.old.","137"
"Vienna 10th district, Favoriten <910> ",2003,"X.Former..Yugoslavia.","16.years.old.","134"
"Vienna 10th district, Favoriten <910> ",2004,"X.Former..Yugoslavia.","16.years.old.","158"
"Vienna 10th district, Favoriten <910> ",2005,"X.Former..Yugoslavia.","16.years.old.","161"
"Vienna 10th district, Favoriten <910> ",2006,"X.Former..Yugoslavia.","16.years.old.","156"
"Vienna 10th district, Favoriten <910> ",2007,"X.Former..Yugoslavia.","16.years.old.","167"
"Vienna 10th district, Favoriten <910> ",2008,"X.Former..Yugoslavia.","16.years.old.","190"
"Vienna 10th district, Favoriten <910> ",2009,"X.Former..Yugoslavia.","16.years.old.","172"
"Vienna 10th district, Favoriten <910> ",2010,"X.Former..Yugoslavia.","16.years.old.","188"
"Vienna 10th district, Favoriten <910> ",2011,"X.Former..Yugoslavia.","16.years.old.","190"
"Vienna 10th district, Favoriten <910> ",2012,"X.Former..Yugoslavia.","16.years.old.","193"
"Vienna 10th district, Favoriten <910> ",2013,"X.Former..Yugoslavia.","16.years.old.","220"
"Vienna 10th district, Favoriten <910> ",2014,"X.Former..Yugoslavia.","16.years.old.","198"
"Vienna 10th district, Favoriten <910> ",2015,"X.Former..Yugoslavia.","16.years.old.","238"
"Vienna 11th district, Simmering <911> ",1971,"X.Former..Yugoslavia.","16.years.old.","9"
"Vienna 11th district, Simmering <911> ",1981,"X.Former..Yugoslavia.","16.years.old.","9"
"Vienna 11th district, Simmering <911> ",1991,"X.Former..Yugoslavia.","16.years.old.","25"
"Vienna 11th district, Simmering <911> ",2001,"X.Former..Yugoslavia.","16.years.old.","59"
"Vienna 11th district, Simmering <911> ",2002,"X.Former..Yugoslavia.","16.years.old.","71"
"Vienna 11th district, Simmering <911> ",2003,"X.Former..Yugoslavia.","16.years.old.","64"
"Vienna 11th district, Simmering <911> ",2004,"X.Former..Yugoslavia.","16.years.old.","61"
"Vienna 11th district, Simmering <911> ",2005,"X.Former..Yugoslavia.","16.years.old.","56"
"Vienna 11th district, Simmering <911> ",2006,"X.Former..Yugoslavia.","16.years.old.","45"
"Vienna 11th district, Simmering <911> ",2007,"X.Former..Yugoslavia.","16.years.old.","60"
"Vienna 11th district, Simmering <911> ",2008,"X.Former..Yugoslavia.","16.years.old.","52"
"Vienna 11th district, Simmering <911> ",2009,"X.Former..Yugoslavia.","16.years.old.","48"
"Vienna 11th district, Simmering <911> ",2010,"X.Former..Yugoslavia.","16.years.old.","65"
"Vienna 11th district, Simmering <911> ",2011,"X.Former..Yugoslavia.","16.years.old.","75"
"Vienna 11th district, Simmering <911> ",2012,"X.Former..Yugoslavia.","16.years.old.","75"
"Vienna 11th district, Simmering <911> ",2013,"X.Former..Yugoslavia.","16.years.old.","70"
"Vienna 11th district, Simmering <911> ",2014,"X.Former..Yugoslavia.","16.years.old.","75"
"Vienna 11th district, Simmering <911> ",2015,"X.Former..Yugoslavia.","16.years.old.","75"
"Vienna 12th district, Meidling <912> ",1971,"X.Former..Yugoslavia.","16.years.old.","32"
"Vienna 12th district, Meidling <912> ",1981,"X.Former..Yugoslavia.","16.years.old.","29"
"Vienna 12th district, Meidling <912> ",1991,"X.Former..Yugoslavia.","16.years.old.","104"
"Vienna 12th district, Meidling <912> ",2001,"X.Former..Yugoslavia.","16.years.old.","63"
"Vienna 12th district, Meidling <912> ",2002,"X.Former..Yugoslavia.","16.years.old.","88"
"Vienna 12th district, Meidling <912> ",2003,"X.Former..Yugoslavia.","16.years.old.","71"
"Vienna 12th district, Meidling <912> ",2004,"X.Former..Yugoslavia.","16.years.old.","85"
"Vienna 12th district, Meidling <912> ",2005,"X.Former..Yugoslavia.","16.years.old.","73"
"Vienna 12th district, Meidling <912> ",2006,"X.Former..Yugoslavia.","16.years.old.","86"
"Vienna 12th district, Meidling <912> ",2007,"X.Former..Yugoslavia.","16.years.old.","83"
"Vienna 12th district, Meidling <912> ",2008,"X.Former..Yugoslavia.","16.years.old.","93"
"Vienna 12th district, Meidling <912> ",2009,"X.Former..Yugoslavia.","16.years.old.","87"
"Vienna 12th district, Meidling <912> ",2010,"X.Former..Yugoslavia.","16.years.old.","74"
"Vienna 12th district, Meidling <912> ",2011,"X.Former..Yugoslavia.","16.years.old.","86"
"Vienna 12th district, Meidling <912> ",2012,"X.Former..Yugoslavia.","16.years.old.","89"
"Vienna 12th district, Meidling <912> ",2013,"X.Former..Yugoslavia.","16.years.old.","85"
"Vienna 12th district, Meidling <912> ",2014,"X.Former..Yugoslavia.","16.years.old.","91"
"Vienna 12th district, Meidling <912> ",2015,"X.Former..Yugoslavia.","16.years.old.","98"
"Vienna 13th district, Hietzing <913> ",1971,"X.Former..Yugoslavia.","16.years.old.","9"
"Vienna 13th district, Hietzing <913> ",1981,"X.Former..Yugoslavia.","16.years.old.","8"
"Vienna 13th district, Hietzing <913> ",1991,"X.Former..Yugoslavia.","16.years.old.","13"
"Vienna 13th district, Hietzing <913> ",2001,"X.Former..Yugoslavia.","16.years.old.","9"
"Vienna 13th district, Hietzing <913> ",2002,"X.Former..Yugoslavia.","16.years.old.","6"
"Vienna 13th district, Hietzing <913> ",2003,"X.Former..Yugoslavia.","16.years.old.","14"
"Vienna 13th district, Hietzing <913> ",2004,"X.Former..Yugoslavia.","16.years.old.","12"
"Vienna 13th district, Hietzing <913> ",2005,"X.Former..Yugoslavia.","16.years.old.","10"
"Vienna 13th district, Hietzing <913> ",2006,"X.Former..Yugoslavia.","16.years.old.","7"
"Vienna 13th district, Hietzing <913> ",2007,"X.Former..Yugoslavia.","16.years.old.","14"
"Vienna 13th district, Hietzing <913> ",2008,"X.Former..Yugoslavia.","16.years.old.","6"
"Vienna 13th district, Hietzing <913> ",2009,"X.Former..Yugoslavia.","16.years.old.","5"
"Vienna 13th district, Hietzing <913> ",2010,"X.Former..Yugoslavia.","16.years.old.","9"
"Vienna 13th district, Hietzing <913> ",2011,"X.Former..Yugoslavia.","16.years.old.","15"
"Vienna 13th district, Hietzing <913> ",2012,"X.Former..Yugoslavia.","16.years.old.","6"
"Vienna 13th district, Hietzing <913> ",2013,"X.Former..Yugoslavia.","16.years.old.","12"
"Vienna 13th district, Hietzing <913> ",2014,"X.Former..Yugoslavia.","16.years.old.","11"
"Vienna 13th district, Hietzing <913> ",2015,"X.Former..Yugoslavia.","16.years.old.","18"
"Vienna 14th district, Penzing <914> ",1971,"X.Former..Yugoslavia.","16.years.old.","7"
"Vienna 14th district, Penzing <914> ",1981,"X.Former..Yugoslavia.","16.years.old.","16"
"Vienna 14th district, Penzing <914> ",1991,"X.Former..Yugoslavia.","16.years.old.","51"
"Vienna 14th district, Penzing <914> ",2001,"X.Former..Yugoslavia.","16.years.old.","67"
"Vienna 14th district, Penzing <914> ",2002,"X.Former..Yugoslavia.","16.years.old.","71"
"Vienna 14th district, Penzing <914> ",2003,"X.Former..Yugoslavia.","16.years.old.","52"
"Vienna 14th district, Penzing <914> ",2004,"X.Former..Yugoslavia.","16.years.old.","64"
"Vienna 14th district, Penzing <914> ",2005,"X.Former..Yugoslavia.","16.years.old.","58"
"Vienna 14th district, Penzing <914> ",2006,"X.Former..Yugoslavia.","16.years.old.","66"
"Vienna 14th district, Penzing <914> ",2007,"X.Former..Yugoslavia.","16.years.old.","56"
"Vienna 14th district, Penzing <914> ",2008,"X.Former..Yugoslavia.","16.years.old.","66"
"Vienna 14th district, Penzing <914> ",2009,"X.Former..Yugoslavia.","16.years.old.","69"
